ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_nde24
2023,11,2963101,1,0100,1,1,20230829631011010011,1,1,1,1,2, ,2,39,1,1,20,6,1984,1, , , , , , , , , , , , , , , ,5244,4730,3,5,1, ,5,998,8,8,8,8,8,8,8,56, ,56,1, ,1,1,1,2,4,1025, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1025, , , , , , , ,359,1025,1025,1384,1,1602.52599756926
2023,11,2963101,1,0100,1,1,20230829631011010012,1,2,3,1,2, ,2,18,2,2,18,4,2005,1, , , , , , , , , , , , , , , ,9629,4711,3,5,1, ,5,998,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,1025, , , , , , , , , , , , , , ,2,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1025, , , , , , , , ,1025,1025,1025,1,1624.46203595619
2023,11,1746501,1,0057,1,1,20230817465011005711,1,1,1,1,2, ,2,37,1,1,14,12,1985,1, , , , , , , , , , , , , , , ,5412,8411,3,2, , ,5,2000,0,8,8,0,8,8,8,40, ,48,2,48,2, ,2,2,4,1100, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,8,1,1100, , , , , , , ,67,1100,1100,1167,1,360.00911793337
2023,11,1746501,1,0057,1,1,20230817465011005712,1,2,3,1,2, ,1,19,2,2,30,9,2004,1, , , , , , , , , , , , , , , ,9622,8411,3,2, , ,5,2000,2,6,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,1100, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,1,1100, , , , , , , , ,1100,1100,1100,1,334.334088580747
2023,11,1746501,1,0057,1,1,20230817465011005713,1,3,3,1,2, ,1,17,3,3,5,9,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2, , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1,334.334088580747
2023,11,1746501,1,0057,1,1,20231117465011005714,1,4,3,1,2, ,1,14,4,4,4,11,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,334.334088580747
2023,11,27449,1,0167,1,1,202208274491016711,1,1,1,1,2, ,2,47,1,1,23,11,1975,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , , , ,1,2,2, ,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,12,6,4, , , , , , , , , , , , ,1,707.740023123477
2023,11,27449,1,0167,1,1,202208274491016712,1,2,3,1,2, ,1,15,2,2,12,11,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,2,2,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1,828.96979370145
2023,11,1798301,1,0115,1,1,20220817983011011511,1,1,1,1,2, ,1,62,1,1,23,3,1961,1, , , , , , , , , , , , , , , ,8322,4922,2, ,3,2,1,1,6,6,6,6,8,8,8,48, ,48,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,2,2,1, , ,1299, , , , , , ,1299,1299,1299,1,528.455447708018
2023,11,1798301,1,0115,1,1,20220817983011011512,1,2,2,1,2, ,2,53,2,2,11,11,1970,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,1,3, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,2,2,4, , , , , , , , , , , , ,1,496.95376682397
2023,11,1798301,1,0115,1,1,20220817983011011513,1,3,3,1,2, ,1,30,3,3,31,1,1993,1, , , , , , , , , , , , , , , ,4416,5229,7,5,1, ,2,32,0,6,6,6,6,6,0,30, ,30,1, ,2, ,2,2,4,1000, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,4, ,2,2,2,2,2,2,10,7,1,1000, , , , , , , , ,1000,1000,1000,1,655.314153724837
2023,11,19498,1,0008,1,1,202208194981000811,1,1,1,1,2, ,1,68,1,1,23,4,1955,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,2, , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,5,1, ,2,2,2,2,2,2,1,1,4, , , , , , , , , , , , ,1,892.432093401153
2023,11,19498,1,0008,1,1,202208194981000812,1,2,2,1,2, ,2,58,2,2,24,12,1964,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,3, ,2,2,2,2,2,2,1,1,4, , , , , , , , , , , , ,1,839.233453593508
2023,11,19498,1,0008,1,1,202208194981000813,1,3,3,1,2, ,1,18,3,3,26,10,2005,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,4,2,1,2,2, ,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,982.986916329006
2023,11,17497,1,0074,1,1,202311174971007411,1,1,1,1,2, ,1,75,1,1,29,12,1947,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,305.073734420723
2023,11,17497,1,0074,1,1,202311174971007412,1,2,2,1,2, ,2,78,2,2,20,10,1945,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,286.888028379641
2023,11,24408,1,0070,1,1,202311244081007011,1,1,1,1,2, ,1,66,1,1,4,3,1957,1, , , , , , , , , , , , , , , ,5213,4781,2, ,2,2,1,1,6,6,5,0,5,6,5,33, ,33,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,1,1, , ,1600, , , , , , ,1600,1600,1600,1,1022.36962392887
2023,11,24408,1,0070,1,1,202311244081007012,1,2,2,1,2, ,2,43,2,2,13,2,1980,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3, ,3,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1212.58819495944
2023,11,24408,1,0070,1,1,202311244081007013,1,3,3,1,2, ,1,24,3,3,19,8,1999,1, , , , , , , , , , , , , , , ,5213,4781,2, ,2,2,1,2,9,9,9,9,9,9,9,63, ,63,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,1, , ,2000,100, , , , , ,2100,2100,2100,1,1126.10916999211
2023,11,24408,1,0070,1,1,202311244081007014,1,4,3,1,2, ,1,21,4,4,18,2,2002,1, , , , , , , , , , , , , , , ,5213,4781,2, ,3,2,1,1,6,3,6,0,6,6,6,33, ,33,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,1900, , , , , , ,1900,1900,1900,1,1126.10916999211
2023,11,27468,1,0020,1,1,202208274681002011,1,1,1,1,2, ,2,76,1,1,24,6,1947,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,1,2, , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,4,2, ,2, ,1, , ,2,2,2,2,2,2,1,1,4, , , , , , , , , , , , ,1,811.006224440917
2023,11,27468,1,0020,1,1,202311274681002012,1,2,7,2, ,1,1,78,2,2,9,2,1945,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,2, , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,6,5, ,2,2,2,2,2,2,1,1,4, , , , , , , , , , , , ,1,862.415552597522
2023,11,27468,1,0017,1,1,202208274681001711,1,1,1,1,2, ,1,43,1,1,1,4,1980,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,5,3,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,1069.44326236153
2023,11,2227802,1,0063,1,1,20221122278021006311,1,1,1,1,2, ,2,56,1,1,8,4,1967,1, , , , , , , , , , , , , , , ,9411,5610,2, ,3,2,1,2,9,0,0,0,0,0,0,9, ,16,2,16,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,350,60, , , , , ,410,410,410,1,578.171101702587
2023,11,2227802,1,0063,1,1,20221122278021006312,1,2,2,1,2, ,1,66,2,1,23,4,1957,1, , , , , , , , , , , , , , , ,9621,5610,4, ,3,2,1,2,7,0,0,0,0,0,0,7, , ,1, ,2, , , , , , , , , , , , ,2,5,2, , , , ,1,1,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,614.82111375223
2023,11,2227802,1,0063,1,1,20221122278021006313,1,3,3,1,2, ,2,34,3,3,19,8,1989,1, , , , , , , , , , , , , , , ,2341,8521,3,5,1, ,2,50,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,2000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,2000, , , , , , , ,501,2000,2000,2501,1,729.212612638846
2023,11,2227802,1,0063,1,1,20221122278021006314,1,4,3,1,2, ,1,30,4,4,21,8,1993,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,762.412384238141
2023,11,2227802,1,0063,1,1,20221122278021006315,1,5,3,1,2, ,1,21,5,5,22,5,2002,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,4,1,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,677.206831948396
2023,11,4677302,1,0149,1,1,20230846773021014911,1,1,1,1,2, ,1,55,1,1,31,8,1968,1, , , , , , , , , , , , , , , ,8133,3600,3,5,1, ,4,500,11,11,11,11,11,11,11,77, ,77,1, ,2, ,2,2,4,1500,480, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,1500,1079, , , , , , ,500,2579,2579,3079,1,778.650650421945
2023,11,4677302,1,0149,1,1,20230846773021014912,1,2,2,1,2, ,2,46,2,2,12,7,1977,1, , , , , , , , , , , , , , , ,7513,1071,2, ,3,2,1,1,5,5,0,5,0,5,0,20,15,35,1, ,1,2,2,2, , , , , ,240, , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,110,30,240, , , , ,380,140,380,1,732.234619673973
2023,11,4677302,1,0149,1,1,20230846773021014913,1,3,3,1,2, ,1,23,3,3,5,7,2000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,4, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,3, , , , , , , , , , , , ,1,857.660103682298
2023,11,4677302,1,0149,1,1,20230846773021014914,1,4,3,1,2, ,2,19,4,4,23,8,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,936.165282983599
2023,11,2350901,1,0051,1,1,20220823509011005111,1,1,1,1,2, ,1,64,1,3,20,10,1959,1, , , , , , , , , , , , , , , ,2144,729,3,5,1, ,5,1000,8,8,8,8,8,8,8,56, ,56,1, ,2, ,2,2,4,3000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,3000, , , , , , , ,1000,3000,3000,4000,1,855.870967517277
2023,11,2350901,1,0051,1,1,20220823509011005112,1,2,2,1,2, ,2,60,2,2,3,12,1962,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,804.851767670657
2023,11,2350901,1,0051,1,1,20220823509011005113,1,3,3,1,2, ,1,22,3,3,10,11,2001,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,2,2,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,942.715943718486
2023,11,2350901,1,0051,1,1,20220823509011005114,1,4,6,1,2, ,1,92,4,3,1,1,1931,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2, , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,1,1,4, , , , , , , , , , , , ,1,855.870967517277
2023,11,2350901,1,0051,1,1,20230823509011005115,1,5,8,1,2, ,2,18,5,5,20,8,2005,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,7,3, ,2,2,2,2,2,2,1,1,4, , , , , , , , , , , , ,1,1029.0066361199
2023,11,1748402,1,0061,1,1,20231117484021006111,1,1,1,1,2, ,1,36,1,1,5,3,1987,1, , , , , , , , , , , , , , , ,9629,7830,3,4,1, ,3,80,0,8,8,0,8,8,5,37, ,48,2,48,1,2,2,2,4,1400,50, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,4, ,6,2,2,2,2,2,2,10,7,1,1400,217, , , , , , , ,1617,1617,1617,1,386.034243494166
2023,11,1748402,1,0061,1,1,20231117484021006112,1,2,2,1,2, ,2,36,2,2,30,6,1987,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3, ,4,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,369.224116877033
2023,11,28901,1,0065,1,1,202308289011006511,1,1,1,1,2, ,1,28,1,1,18,2,1995,1, , , , , , , , , , , , , , , ,5329,8610,3,2, , ,5,9998,0,12,6,6,0,0,12,36, ,36,1, ,1,1,1,2,4,2100,30, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,8,1,2100,130, , , , , , ,450,2230,2230,2680,1,949.018558257198
2023,11,28901,1,0065,1,1,202308289011006512,1,2,2,1,2, ,2,26,2,2,18,1,1997,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,2,6,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,6,2, , , , , , , , , , , , ,1,907.692892477103
2023,11,18219,1,0083,1,1,202211182191008311,1,1,1,1,2, ,1,84,1,1,3,11,1939,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,3,4, ,2,2,2,2,2,2,1,1,4, , , , , , , , , , , , ,1,315.702219182196
2023,11,18219,1,0083,1,1,202211182191008312,1,2,2,1,2, ,2,73,2,2,5,7,1950,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,1,7,4, , , , , , , , , , , , ,1,296.882940080814
2023,11,18219,1,0083,1,1,202211182191008313,1,3,3,1,2, ,1,50,3,3,9,5,1973,1, , , , , , , , , , , , , , , ,7111,4100,3,5,3,2,1,3,0,8,8,8,0,0,0,24, ,24,1, ,1,1,1,1,2,360, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,10,7,1,1559, , , , , , , , ,1559,1559,1559,1,315.702219182196
2023,11,26488,1,0079,1,1,202311264881007911,1,1,1,1,2, ,2,37,1,1,24,8,1986,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,10,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,511.233625892276
2023,11,26488,1,0079,1,1,202311264881007914,1,4,6,1,2, ,1,69,4,1,24,5,1954,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2, , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,2, ,11,6, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,431.036465649217
2023,11,26488,1,0079,1,1,202311264881007915,1,5,9,2, ,1,2,64,5,1,28,10,1959,1, , , , , , , , , , , , , , , ,9111,9700,6, , , ,1,1,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,1200,820, , , , , , , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1200,1400, , , , , , ,300,2600,2600,2900,1,405.342013545145
2023,11,19831,1,0039,1,1,202211198311003911,1,1,1,1,2, ,1,75,1,1,6,7,1948,1, , , , , , , , , , , , , , , ,9629,9499,3,5,2,2,1,5,5,0,0,0,0,0,3,8, ,10,2,10,1,1,1,2,4,600, , , , , , , , , , , , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,1,600, , , , , , , , ,600,600,600,1,753.755477281193
2023,11,19831,1,0039,1,1,202211198311003912,1,2,2,1,2, ,2,69,2,2,6,9,1954,1, , , , , , , , , , , , , , , ,9411,5610,2, ,3,2,1,1,4,4,4,4,4,4,4,28, ,28,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,7,1, , ,400, , , , , , ,400,400,400,1,708.823469080882
2023,11,19831,1,0039,1,1,202211198311003913,1,3,3,1,2, ,1,52,3,3,28,3,1971,1, , , , , , , , , , , , , , , ,9112,8521,3,5,1, ,4,500,8,8,8,8,8,8,0,48, ,48,1, ,1,1,1,2,4,1100, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1100, , , , , , , ,368,1100,1100,1468,1,753.755477281193
2023,11,19831,1,0039,1,1,202211198311003914,1,4,3,1,2, ,2,46,4,4,25,9,1977,1, , , , , , , , , , , , , , , ,9533,4799,2, ,3,2,1,1,0,3,3,3,3,3,3,18, ,18,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,650, , , , , , ,650,650,650,1,708.823469080882
2023,11,47503,1,0022,1,1,202311475031002211,1,1,1,1,2, ,2,33,1,1,9,12,1989,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,706.489518486747
2023,11,47503,1,0022,1,1,202311475031002212,1,2,2,1,2, ,1,29,2,2,24,3,1994,1, , , , , , , , , , , , , , , ,9313,4100,3,5,1, ,4,300,0,8,8,8,8,8,5,45, ,45,1, ,2, ,2,2,2,700, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,3031, , , , , , , , ,3031,3031,3031,1,738.654747453615
2023,11,47503,1,0022,1,1,202311475031002214,1,4,7,1,2, ,2,39,4,4,28,7,1984,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,706.489518486747
2023,11,47503,1,0022,1,1,202311475031002215,1,5,8,1,2, ,1,17,5,5,5,1,2006,1, , , , , , , , , , , , , , , ,7362,1520,3,5,3,3,1,20,0,9,9,8,8,9,9,52, ,52,1, ,1,1,1,2,2,350, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1516, , , , , , , , ,1516,1516,1516,1,656.104297055148
2023,11,47503,1,0022,1,1,202311475031002216,1,6,8,1,2, ,2,15,6,6,14,7,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,716.1602390997
